Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
Andoni Gorosabel,es ESP,DF,25.0,27,19,1708.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,1.0,1.6,42.0,68.0,75.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08
Diego Rico,es ESP,DF,29.0,20,18,1646.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,1.5,1.7,32.0,64.0,72.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09
Aritz Elustondo,es ESP,DF,28.0,25,16,1449.0,16.1,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.7,0.7,1.1,1.8,21.0,52.0,19.0,0.0,0.06,0.06,0.0,0.06,0.04,0.07,0.11,0.04,0.11
Mikel Oyarzabal,es ESP,"FW,MF",25.0,23,14,1214.0,13.5,4.0,1.0,5.0,2.0,2.0,3.0,1.0,0.0,4.6,2.3,2.2,4.5,27.0,29.0,122.0,0.3,0.07,0.37,0.15,0.22,0.34,0.16,0.51,0.17,0.33
Asier Illarramendi,es ESP,MF,32.0,24,13,1076.0,12.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.8,0.8,0.4,1.2,10.0,48.0,24.0,0.08,0.0,0.08,0.08,0.08,0.07,0.03,0.1,0.07,0.1
Jon Pacheco,es ESP,DF,21.0,17,12,1193.0,13.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,18.0,48.0,0.0,0.0,0.08,0.08,0.0,0.08,0.01,0.01,0.01,0.01,0.01
Ander Barrenetxea,es ESP,"FW,DF",20.0,23,9,878.0,9.8,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,3.0,3.0,1.2,4.2,36.0,27.0,72.0,0.31,0.1,0.41,0.31,0.41,0.31,0.12,0.43,0.31,0.43
Carlos Fernández,es ESP,FW,26.0,24,8,631.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,2.4,2.4,0.6,2.9,9.0,13.0,54.0,0.14,0.0,0.14,0.14,0.14,0.34,0.08,0.42,0.34,0.42
Mohamed Ali Cho,fr FRA,"FW,MF",18.0,19,5,587.0,6.5,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.8,1.8,1.7,3.4,30.0,8.0,63.0,0.15,0.31,0.46,0.15,0.46,0.27,0.25,0.52,0.27,0.52
Pablo Marín,es ESP,"MF,FW",19.0,10,3,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2,1.2,0.8,2.1,9.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,0.31,0.2,0.51,0.31,0.51
Alex Sola,es ESP,DF,23.0,10,3,349.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,8.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05
Ander Guevara,es ESP,MF,25.0,8,2,221.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.7,0.7,4.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.28,0.29,0.01,0.29
Alexander Isak,se SWE,FW,22.0,2,2,152.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,3.0,3.0,11.0,0.59,0.0,0.59,0.59,0.59,0.12,0.06,0.18,0.12,0.18
Roberto Navarro,es ESP,"MF,FW",20.0,17,1,351.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.2,2.3,17.0,13.0,28.0,0.0,0.0,0.0,0.0,0.0,0.26,0.32,0.58,0.26,0.58
Beñat Turrientes,es ESP,"MF,FW",20.0,6,1,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13
Umar Sadiq,ng NGA,FW,25.0,2,1,82.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0,1.0,6.0,1.1,0.0,1.1,1.1,1.1,0.47,0.0,0.47,0.47,0.47
Jon Karrikaburu,es ESP,FW,19.0,6,0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.6,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.27,0.3,0.57,0.27,0.57
Jon Magunazelaia,es ESP,"MF,FW",21.0,2,0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.56,0.59,0.03,0.59
Olasagasti,es ESP,"MF,DF",21.0,3,0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
Ander Martin,es ESP,"MF,FW",21.0,3,0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26
Egoitz Arana,es ESP,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Gomez,us USA,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urko González,es ESP,"DF,MF",21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unai Marrero,es ESP,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andoni Zubiaurre,es ESP,GK,25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squad Total,,,25.9,38,418,3420.0,38.0,47.0,36.0,83.0,45.0,2.0,4.0,90.0,2.0,52.9,49.7,39.7,89.4,692.0,1483.0,1463.0,1.24,0.95,2.18,1.18,2.13,1.39,1.04,2.44,1.31,2.35
Opponent Total,,,27.5,38,418,3420.0,38.0,33.0,26.0,59.0,32.0,1.0,2.0,98.0,10.0,33.0,31.5,24.8,56.3,575.0,1025.0,1017.0,0.87,0.68,1.55,0.84,1.53,0.87,0.65,1.52,0.83,1.48
