Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 22_level_0
Djibril Sow,ch SUI,MF,27.0,22.9,2,22,6,27.3,0.96,0.26,0.09,0.33,18.6,0,0,0,2.4,2.4,0.11,-0.4,-0.4,Matches
Juanlu Sánchez,es ESP,"MF,DF",20.0,19.1,4,13,6,46.2,0.68,0.31,0.31,0.67,12.1,0,0,0,2.1,2.1,0.17,1.9,1.9,Matches
Saúl Ñíguez,es ESP,MF,29.0,17.3,1,42,9,21.4,2.43,0.52,0.02,0.11,19.2,2,0,0,2.8,2.8,0.07,-1.8,-1.8,Matches
Albert Sambi Lokonga,be BEL,MF,24.0,16.3,0,13,5,38.5,0.8,0.31,0.0,0.0,19.8,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
Peque,es ESP,"MF,FW",21.0,12.6,1,19,4,21.1,1.51,0.32,0.05,0.25,15.7,0,0,0,2.5,2.5,0.13,-1.5,-1.5,Matches
Chidera Ejuke,ng NGA,FW,26.0,10.7,2,20,8,40.0,1.86,0.75,0.1,0.25,18.3,0,0,0,1.1,1.1,0.05,0.9,0.9,Matches
Ruben Vargas,ch SUI,"FW,MF",25.0,7.5,2,17,5,29.4,2.28,0.67,0.12,0.4,13.8,0,0,0,2.0,2.0,0.12,0.0,0.0,Matches
Álvaro Fernández,es ESP,GK,26.0,8.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marcão,br BRA,DF,28.0,6.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Tanguy Nianzou,fr FRA,DF,22.0,5.8,0,2,0,0.0,0.35,0.0,0.0,,8.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
Kelechi Iheanacho,ng NGA,FW,27.0,4.4,0,9,2,22.2,2.03,0.45,0.0,0.0,13.9,0,0,0,1.5,1.5,0.16,-1.5,-1.5,Matches
Suso,es ESP,"FW,MF",30.0,6.7,0,16,4,25.0,2.38,0.59,0.0,0.0,22.9,2,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
Álvaro Pascual,es ESP,FW,22.0,4.5,1,11,4,36.4,2.43,0.88,0.09,0.25,11.6,0,0,0,1.1,1.1,0.1,-0.1,-0.1,Matches
Jesús Navas,es ESP,"FW,MF",38.0,4.7,1,3,2,66.7,0.64,0.42,0.33,0.5,14.9,0,0,0,0.5,0.5,0.18,0.5,0.5,Matches
Valentín Barco,ar ARG,"DF,FW",20.0,3.2,0,7,0,0.0,2.19,0.0,0.0,,27.8,2,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Stanis Idumbo,be BEL,"FW,MF",19.0,3.2,1,4,2,50.0,1.27,0.63,0.25,0.5,23.5,0,0,0,0.6,0.6,0.16,0.4,0.4,Matches
Ramón Martínez,es ESP,DF,21.0,2.9,1,4,3,75.0,1.38,1.03,0.25,0.33,11.8,0,0,0,0.3,0.3,0.08,0.7,0.7,Matches
Lucas Ocampos,ar ARG,FW,30.0,1.9,0,4,2,50.0,2.06,1.03,0.0,0.0,24.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Manu Bueno,es ESP,"MF,FW",20.0,1.6,1,4,1,25.0,2.57,0.64,0.25,1.0,26.8,0,0,0,0.1,0.1,0.03,0.9,0.9,Matches
Akor Adams,ng NGA,FW,24.0,1.5,0,2,1,50.0,1.34,0.67,0.0,0.0,22.2,0,0,0,0.4,0.4,0.22,-0.4,-0.4,Matches
Gonzalo Montiel,ar ARG,"DF,MF",27.0,1.3,0,1,0,0.0,0.8,0.0,0.0,,14.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Diego Iturralde,es ESP,FW,21.0,0.4,0,1,0,0.0,2.43,0.0,0.0,,15.5,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
Leandro Antonetti,pr PUR,FW,21.0,0.3,0,1,1,100.0,3.21,3.21,0.0,0.0,26.9,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches
Israel Domínguez,es ESP,FW,21.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mateo Mejía,es ESP,FW,21.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Darío Fuentes,es ESP,DF,21.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,26.1,38.0,39,472,148,31.4,12.42,3.89,0.08,0.25,18.8,14,2,3,42.7,40.3,0.09,-3.7,-3.3,
Opponent Total,,,26.8,38.0,54,409,142,34.7,10.76,3.74,0.12,0.35,17.8,15,5,6,47.4,42.7,0.11,6.6,6.3,
