Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Djibril Sow,ch SUI,MF,27.0,30,24,2062.0,22.9,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,2.4,2.4,1.6,4.0,23.0,100.0,50.0,0.09,0.04,0.13,0.09,0.13,0.1,0.07,0.18,0.1,0.18,Matches
Juanlu Sánchez,es ESP,"MF,DF",20.0,32,18,1722.0,19.1,4.0,4.0,8.0,4.0,0.0,0.0,6.0,1.0,2.1,2.1,2.8,5.0,44.0,68.0,83.0,0.21,0.21,0.42,0.21,0.42,0.11,0.15,0.26,0.11,0.26,Matches
Saúl Ñíguez,es ESP,MF,29.0,24,17,1553.0,17.3,1.0,6.0,7.0,1.0,0.0,0.0,8.0,1.0,2.8,2.8,2.5,5.3,13.0,66.0,39.0,0.06,0.35,0.41,0.06,0.41,0.16,0.14,0.31,0.16,0.31,Matches
Albert Sambi Lokonga,be BEL,MF,24.0,22,16,1471.0,16.3,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,1.0,1.9,24.0,93.0,20.0,0.0,0.12,0.12,0.0,0.12,0.06,0.06,0.12,0.06,0.12,Matches
Peque,es ESP,"MF,FW",21.0,26,14,1134.0,12.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.5,2.5,1.2,3.7,14.0,35.0,44.0,0.08,0.08,0.16,0.08,0.16,0.2,0.1,0.29,0.2,0.29,Matches
Chidera Ejuke,ng NGA,FW,26.0,25,9,966.0,10.7,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.1,1.1,1.9,3.0,75.0,38.0,101.0,0.19,0.09,0.28,0.19,0.28,0.1,0.17,0.28,0.1,0.28,Matches
Ruben Vargas,ch SUI,"FW,MF",25.0,11,9,671.0,7.5,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.8,2.7,29.0,14.0,63.0,0.27,0.13,0.4,0.27,0.4,0.26,0.1,0.37,0.26,0.37,Matches
Álvaro Fernández,es ESP,GK,26.0,9,8,747.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
Marcão,br BRA,DF,28.0,12,6,552.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tanguy Nianzou,fr FRA,DF,22.0,6,6,518.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.2,0.2,0.0,0.2,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches
Kelechi Iheanacho,ng NGA,FW,27.0,9,5,400.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.3,1.8,6.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.33,0.07,0.41,0.33,0.41,Matches
Suso,es ESP,"FW,MF",30.0,16,4,606.0,6.7,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,1.6,2.3,20.0,43.0,74.0,0.0,0.3,0.3,0.0,0.3,0.11,0.24,0.35,0.11,0.35,Matches
Álvaro Pascual,es ESP,FW,22.0,8,4,408.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,0.0,1.1,4.0,3.0,27.0,0.22,0.0,0.22,0.22,0.22,0.24,0.01,0.25,0.24,0.25,Matches
Jesús Navas,es ESP,"FW,MF",38.0,15,3,424.0,4.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,13.0,23.0,48.0,0.21,0.0,0.21,0.21,0.21,0.11,0.11,0.22,0.11,0.22,Matches
Valentín Barco,ar ARG,"DF,FW",20.0,7,3,288.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.9,4.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.09,0.2,0.28,0.09,0.28,Matches
Stanis Idumbo,be BEL,"FW,MF",19.0,14,3,284.0,3.2,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.7,1.3,10.0,8.0,20.0,0.32,0.32,0.63,0.32,0.63,0.2,0.23,0.42,0.2,0.42,Matches
Ramón Martínez,es ESP,DF,21.0,5,2,261.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,1.0,5.0,2.0,0.34,0.0,0.34,0.34,0.34,0.12,0.02,0.14,0.12,0.14,Matches
Lucas Ocampos,ar ARG,FW,30.0,2,2,175.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,5.0,7.0,20.0,0.0,0.51,0.51,0.0,0.51,0.08,0.17,0.25,0.08,0.25,Matches
Manu Bueno,es ESP,"MF,FW",20.0,9,1,140.0,1.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,5.0,5.0,0.64,0.0,0.64,0.64,0.64,0.08,0.0,0.08,0.08,0.08,Matches
Akor Adams,ng NGA,FW,24.0,4,1,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,Matches
Gonzalo Montiel,ar ARG,"DF,MF",27.0,6,1,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
Diego Iturralde,es ESP,FW,21.0,1,1,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,Matches
Leandro Antonetti,pr PUR,FW,21.0,2,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.45,0.09,0.54,0.45,0.54,Matches
Israel Domínguez,es ESP,FW,21.0,1,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mateo Mejía,es ESP,FW,21.0,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Darío Fuentes,es ESP,DF,21.0,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matías Árbol,es ESP,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Castrin,es ESP,FW,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Pablo Cruz,es ESP,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Lulo Dasilva,es ESP,MF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Alberto López,es ESP,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Alberto López,es ESP,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Joaquín Martínez Gauna,es ESP,FW,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Pedro Ortiz,es ESP,MF,23.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Rafa,es ESP,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,26.1,38,418,3420.0,38.0,39.0,32.0,71.0,37.0,2.0,3.0,98.0,8.0,42.7,40.3,30.8,71.1,594.0,1193.0,1186.0,1.03,0.84,1.87,0.97,1.82,1.12,0.81,1.93,1.06,1.87,
Opponent Total,,,26.8,38,418,3420.0,38.0,54.0,37.0,91.0,49.0,5.0,6.0,93.0,4.0,47.4,42.7,34.0,76.7,551.0,1262.0,1249.0,1.42,0.97,2.39,1.29,2.26,1.25,0.89,2.14,1.12,2.02,
