Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
Alberto Moreno,es ESP,DF,30.0,24,14,1296.0,14.4,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.9,0.9,1.4,2.3,41.0,47.0,97.0,0.0,0.07,0.07,0.0,0.07,0.07,0.1,0.16,0.07,0.16,Matches
Gerónimo Rulli,ar ARG,GK,30.0,14,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gerard Moreno,es ESP,FW,30.0,21,14,1230.0,13.7,7.0,3.0,10.0,6.0,1.0,2.0,4.0,0.0,9.0,7.5,2.7,10.1,21.0,68.0,108.0,0.51,0.22,0.73,0.44,0.66,0.66,0.19,0.86,0.55,0.74,Matches
Giovani Lo Celso,ar ARG,"MF,FW",26.0,22,14,1126.0,12.5,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,2.4,2.4,3.3,5.6,35.0,97.0,70.0,0.16,0.24,0.4,0.16,0.4,0.19,0.26,0.45,0.19,0.45,Matches
Kiko Femenía,es ESP,DF,31.0,20,13,1133.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.7,36.0,66.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.06,Matches
José Luis Morales,es ESP,"FW,MF",35.0,29,11,1211.0,13.5,7.0,0.0,7.0,7.0,0.0,0.0,2.0,0.0,6.5,6.5,1.6,8.2,40.0,15.0,92.0,0.52,0.0,0.52,0.52,0.52,0.49,0.12,0.61,0.49,0.61,Matches
Ramón Terrats,es ESP,MF,21.0,16,11,816.0,9.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1.5,2.4,21.0,45.0,32.0,0.11,0.11,0.22,0.11,0.22,0.1,0.16,0.26,0.1,0.26,Matches
Francis Coquelin,fr FRA,MF,31.0,16,9,748.0,8.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.9,11.0,29.0,27.0,0.12,0.0,0.12,0.12,0.12,0.12,0.12,0.23,0.12,0.23,Matches
Manu Trigueros,es ESP,MF,30.0,23,8,828.0,9.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.4,0.4,1.1,1.5,12.0,76.0,22.0,0.0,0.11,0.11,0.0,0.11,0.04,0.12,0.16,0.04,0.16,Matches
Arnaut Danjuma,nl NED,FW,25.0,10,6,479.0,5.3,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.7,1.9,0.4,2.3,12.0,2.0,35.0,0.38,0.0,0.38,0.19,0.19,0.5,0.07,0.58,0.36,0.43,Matches
Johan Mojica,co COL,DF,29.0,17,5,642.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.9,0.9,27.0,19.0,38.0,0.0,0.0,0.0,0.0,0.0,0.01,0.12,0.13,0.01,0.13,Matches
Jorge Cuenca,es ESP,DF,22.0,10,5,506.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.5,7.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,Matches
Filip Jørgensen,dk DEN,GK,20.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Manu Morlanes,es ESP,MF,23.0,4,2,158.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Haissem Hassan,fr FRA,"FW,MF",20.0,2,0,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
Mamadou Fall,sn SEN,DF,19.0,1,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fernando Niño,es ESP,"MF,FW",21.0,3,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.31,0.31,Matches
Pascu,es ESP,"DF,FW",19.0,2,0,10.0,0.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,2.0,9.0,0.0,9.0,9.0,9.0,1.27,0.0,1.27,1.27,1.27,Matches
Diego Collado,es ESP,FW,21.0,2,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alberto Del Moral,es ESP,MF,22.0,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Iker Álvarez,ad AND,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Carlo,es ESP,MF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Sergio Carreira,es ESP,"DF,MF",21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Pervis Estupiñán,ec ECU,"DF,MF",24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Carlos Romero,es ESP,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,28.4,38,418,3420.0,38.0,57.0,33.0,90.0,53.0,4.0,7.0,91.0,4.0,61.6,56.1,43.2,99.3,846.0,1622.0,1617.0,1.5,0.87,2.37,1.39,2.26,1.62,1.14,2.76,1.48,2.61,
Opponent Total,,,27.2,38,418,3420.0,38.0,39.0,29.0,68.0,35.0,4.0,4.0,105.0,5.0,49.9,46.7,35.7,82.4,640.0,1242.0,1226.0,1.03,0.76,1.79,0.92,1.68,1.31,0.94,2.25,1.23,2.17,
