Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0
Álex Berenguer,es ESP,FW,27.0,37,26,2297.0,25.5,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,4.3,4.3,4.6,9.0,73.0,77.0,249.0,0.16,0.04,0.2,0.16,0.2,0.17,0.18,0.35,0.17,0.35,Matches
Iker Muniain,es ESP,"MF,FW",29.0,30,19,1689.0,18.8,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,3.9,6.9,50.0,154.0,103.0,0.0,0.16,0.16,0.0,0.16,0.16,0.21,0.37,0.16,0.37,Matches
Dani García,es ESP,MF,32.0,25,18,1485.0,16.5,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,1.4,1.4,0.7,2.1,6.0,73.0,8.0,0.0,0.12,0.12,0.0,0.12,0.09,0.04,0.13,0.09,0.13,Matches
Gorka Guruzeta,es ESP,FW,25.0,30,17,1421.0,15.8,6.0,1.0,7.0,6.0,0.0,0.0,2.0,0.0,6.1,6.1,1.0,7.1,15.0,37.0,93.0,0.38,0.06,0.44,0.38,0.44,0.39,0.06,0.45,0.39,0.45,Matches
Iñigo Martínez,es ESP,DF,31.0,15,15,1338.0,14.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.3,1.1,11.0,60.0,4.0,0.07,0.0,0.07,0.07,0.07,0.06,0.02,0.08,0.06,0.08,Matches
Iñigo Lekue,es ESP,DF,29.0,20,14,1321.0,14.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.7,0.9,42.0,64.0,59.0,0.0,0.07,0.07,0.0,0.07,0.02,0.05,0.06,0.02,0.06,Matches
Aitor Paredes,es ESP,DF,22.0,16,9,859.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.4,0.9,4.0,33.0,8.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches
Ander Herrera,es ESP,MF,32.0,17,9,697.0,7.7,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.5,0.5,0.9,1.4,8.0,40.0,14.0,0.0,0.13,0.13,0.0,0.13,0.07,0.11,0.18,0.07,0.18,Matches
Julen Agirrezabala,es ESP,GK,21.0,8,7,675.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Raúl García,es ESP,"FW,MF",36.0,35,6,967.0,10.7,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,5.2,5.2,1.1,6.3,12.0,38.0,62.0,0.19,0.28,0.47,0.19,0.47,0.48,0.1,0.59,0.48,0.59,Matches
Oier Zarraga,es ESP,MF,23.0,26,6,852.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.3,1.3,1.1,2.4,12.0,37.0,32.0,0.0,0.0,0.0,0.0,0.0,0.13,0.12,0.25,0.13,0.25,Matches
Mikel Balenziaga,es ESP,DF,34.0,3,1,115.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches
Ander Capa,es ESP,DF,30.0,7,1,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
Asier Villalibre,es ESP,FW,24.0,5,1,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.29,0.19,0.47,0.29,0.47,Matches
Unai Vencedor Paris,es ESP,MF,21.0,10,0,193.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.6,2.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.22,0.05,0.28,0.22,0.28,Matches
Adu Ares,es ESP,"FW,MF",20.0,8,0,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,8.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.11,0.19,0.3,0.11,0.3,Matches
Jon Morcillo,es ESP,"FW,MF",23.0,10,0,76.0,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.5,6.0,2.0,15.0,0.0,1.18,1.18,0.0,1.18,0.2,0.42,0.62,0.2,0.62,Matches
Junior Bita,gq EQG,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Unai Gómez,es ESP,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Iru,es ESP,GK,23.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Peru Nolaskoain,es ESP,"DF,MF",23.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
Squad Total,,,27.4,38,418,3420.0,38.0,46.0,33.0,79.0,41.0,5.0,7.0,81.0,5.0,54.2,48.7,38.9,87.6,864.0,1816.0,1801.0,1.21,0.87,2.08,1.08,1.95,1.43,1.02,2.45,1.28,2.31,
Opponent Total,,,27.3,38,418,3420.0,38.0,40.0,28.0,68.0,37.0,3.0,3.0,97.0,3.0,36.9,34.5,26.9,61.4,549.0,1212.0,1202.0,1.05,0.74,1.79,0.97,1.71,0.97,0.71,1.68,0.91,1.62,
